2026-03-04,11891412,Southwell,G,F,6,8,40919634,12.00,2,.5,270729,199350
2026-03-04,11891412,Southwell,G,F,6,8,46265471,7.00,3,.5,238113,3357
2026-03-04,11891412,Southwell,G,F,6,8,44939573,34.00,4,.75,42996,277803
2026-03-04,11891412,Southwell,G,F,6,8,39940719,12.00,5,0.3,279633,146763
2026-03-04,11891412,Southwell,G,F,6,8,46265443,6.00,6,1.25,283989,131634
2026-03-04,11891412,Southwell,G,F,6,8,37014040,3.25,7,2.25,261870,360648
2026-03-04,11891412,Southwell,G,F,6,8,30455194,19.00,8,2.25,250764,234891
2026-03-04,11891412,Southwell,G,F,6,8,412692714,10.00,9,23,285456,346887
2026-03-04,11864229,Southwell,G,F,6,8,29227254,3.75,1,0,301131,45711
2026-03-04,11864229,Southwell,G,F,6,8,54525618,3.25,2,0.2,281652,285003
2026-03-04,11864229,Southwell,G,F,6,8,29816171,9.00,3,0.3,274959,277803
2026-03-04,11864229,Southwell,G,F,6,8,24854585,9.50,4,1,270729,199350
2026-03-04,11864229,Southwell,G,F,6,8,46449718,26.00,5,3.5,312036,363114
2026-03-04,11864229,Southwell,G,F,6,8,42616392,21.00,6,2.75,303564,51552
2026-03-04,11864229,Southwell,G,F,6,8,35625653,3.75,7,6,287445,139968
2026-03-04,11864229,Southwell,G,F,6,8,40919277,29.00,8,9.5,278322,375822
